,Reaction_name,Reaction_name_long,Subsystem,cell_type,associated_genes
12135,r2401_pos,Mitochondrial_Carrier_(MC)_TCDB:2.A.29.19.1,Transport__mitochondrial,Mural,SLC25A2
12136,PPBNGS_pos,porphobilinogen_synthase,Heme_synthesis,Mural,ALAD
12137,PPPGOm_pos,protoporphyrinogen_oxidase__mitochondrial,Heme_synthesis,Mural,PPOX
12138,UPPDC1_pos,uroporphyrinogen_decarboxylase_(uroporphyrinogen_III),Heme_synthesis,Mural,UROD
12139,CPPPGO_pos,coproporphyrinogen_oxidase_(O2_required),Heme_synthesis,Mural,CPOX
12140,r2375_pos,Mitochondrial_Carrier_(MC)_TCDB:2.A.29.7.2,Transport__mitochondrial,Mural,SLC25A1
12141,HMBS_pos,hydroxymethylbilane_synthase,Heme_synthesis,Mural,HMBS
12142,UPP3S_pos,uroporphyrinogen-III_synthase,Heme_synthesis,Mural,UROS
12143,r2404_pos,Mitochondrial_Carrier_(MC)_TCDB:2.A.29.19.1,Transport__mitochondrial,Mural,SLC25A2
12144,r2411_pos,Mitochondrial_Carrier_(MC)_TCDB:2.A.29.19.1,Transport__mitochondrial,Mural,SLC25A2
12145,r0913_pos,Mitochondrial_Carrier_(MC)_TCDB:2.A.29.7.2,Transport__mitochondrial,Mural,SLC25A1
12146,r2379_pos,Mitochondrial_Carrier_(MC)_TCDB:2.A.29.7.2,Transport__mitochondrial,Mural,SLC25A1
12147,r0517_pos,Succinyl-CoA:glycine_C-succinyl-transferase(decarboxylating)_EC:2.3.1.37,Unassigned,Mural,ALAS1
12148,r0196_pos,Succinyl-CoA:glycine_C-succinyl-transferase(decarboxylating)_EC:2.3.1.37,Unassigned,Mural,ALAS1
12149,r0522_pos,S-Aminomethyldihydrolipoylprotein:(6S)-tetrahydrofolate_aminomethyltransferase_(ammonia-forming)_One_carbon_pool_by_folate_EC:2.1.2.10,Folate_metabolism,Mural,AMT
12150,r0523_pos,5-Formyltetrahydrofolate_cyclo-ligase_(ADP-forming)_One_carbon_pool_by_folate_EC:6.3.3.2,Folate_metabolism,Mural,MTHFSL
12151,PSSA1_hs_pos,Phosphatidylserine_synthase_homo_sapiens,Glycerophospholipid_metabolism,Mural,PTDSS1
12152,r1522_pos,ATP-binding_Cassette_(ABC)_TCDB:3.A.1.211.1,Transport__extracellular,Mural,ABCA1
12153,ELAIDt_pos,fatty_acid_transport_via_diffusion,Transport__extracellular,Mural,SLC27A2
12154,SUCOASm_neg,Succinate--CoA_ligase_(ADP-forming),Citric_acid_cycle,Mural,SUCLA2
12155,SUCOASm_pos,Succinate--CoA_ligase_(ADP-forming),Citric_acid_cycle,Mural,SUCLA2
12156,MECOALm_neg,mesaconate--CoA_ligase_(ADP-forming)__mitochondrial,C5-branched_dibasic_acid_metabolism,Mural,SUCLA2
12157,ITCOALm_neg,Itaconate--CoA_ligase_(ADP-forming)__mitochondrial,C5-branched_dibasic_acid_metabolism,Mural,SUCLA2
12158,SUCOAS1m_neg,Succinate--CoA_ligase_(GDP-forming),Citric_acid_cycle,Mural,SUCLG1
12159,SUCOAS1m_pos,Succinate--CoA_ligase_(GDP-forming),Citric_acid_cycle,Mural,SUCLG1
12160,HDCEAtr_pos,fatty_acid_transport_via_diffusion,Transport__extracellular,Mural,SLC27A2
12161,ITCOAL1m_neg,Itaconate--CoA_ligase_(GDP-forming)__mitochondrial,C5-branched_dibasic_acid_metabolism,Mural,SUCLG1
12162,MECOAS1m_pos,mesaconate--CoA_ligase_(GDP-forming),C5-branched_dibasic_acid_metabolism,Mural,SUCLG1
12163,MECOAS1m_neg,mesaconate--CoA_ligase_(GDP-forming),C5-branched_dibasic_acid_metabolism,Mural,SUCLG1
12164,ITCOAL1m_pos,Itaconate--CoA_ligase_(GDP-forming)__mitochondrial,C5-branched_dibasic_acid_metabolism,Mural,SUCLG1
12165,MECOALm_pos,mesaconate--CoA_ligase_(ADP-forming)__mitochondrial,C5-branched_dibasic_acid_metabolism,Mural,SUCLA2
12166,ITCOALm_pos,Itaconate--CoA_ligase_(ADP-forming)__mitochondrial,C5-branched_dibasic_acid_metabolism,Mural,SUCLA2
12167,r1519_pos,ATP-binding_Cassette_(ABC)_TCDB:3.A.1.211.1,Transport__extracellular,Mural,ABCA1
12168,r1529_pos,ATP-binding_Cassette_(ABC)_TCDB:3.A.1.211.1,Transport__extracellular,Mural,ABCA1
12169,r1523_pos,ATP-binding_Cassette_(ABC)_TCDB:3.A.1.211.1,Transport__extracellular,Mural,ABCA1
12170,SUCCt4_2_neg,succinate_transport_via_sodium_symport,Transport__extracellular,Mural,SLC13A2
12171,TTDCAtr_pos,tetradecanoate_(transport),Transport__extracellular,Mural,SLC27A2
12172,r1527_pos,ATP-binding_Cassette_(ABC)_TCDB:3.A.1.211.1,Transport__extracellular,Mural,ABCA1
12173,VITEtl_pos,efflux_of_alpha-Tocopherol_into_the_lyphatics_in_chylomicrons,Transport__extracellular,Mural,ABCA1
12174,CHSTEROLt_pos,cholesterol_efflux_(ATP_depedent),Transport__extracellular,Mural,ABCA1
12175,AVITE1t_pos,alpha-Tocopherol_(Vit._E)_transport,Transport__extracellular,Mural,NPC1L1
12176,r1517_pos,ATP-binding_Cassette_(ABC)_TCDB:3.A.1.211.1,Transport__extracellular,Mural,ABCA1
12177,r1514_pos,ATP-binding_Cassette_(ABC)_TCDB:3.A.1.211.1,Transport__extracellular,Mural,ABCA1
12178,LNLCt_pos,Linoleic_acid_(n-C18:2)_transport_in_via_diffusion,Transport__extracellular,Mural,SLC27A5
12179,DLNLCGt_pos,fatty_acid_transport_via_diffusion,Transport__extracellular,Mural,SLC27A5
12180,r1518_pos,ATP-binding_Cassette_(ABC)_TCDB:3.A.1.211.1,Transport__extracellular,Mural,ABCA1
12181,r1520_pos,ATP-binding_Cassette_(ABC)_TCDB:3.A.1.211.1,Transport__extracellular,Mural,ABCA1
12182,r1521_pos,ATP-binding_Cassette_(ABC)_TCDB:3.A.1.211.1,Transport__extracellular,Mural,ABCA1
12183,LNLNCGt_pos,fatty_acid_transport_via_diffusion,Transport__extracellular,Mural,SLC27A5
12184,LNLNCAt_pos,fatty_acid_transport_via_diffusion,Transport__extracellular,Mural,SLC27A5
12185,r1525_pos,ATP-binding_Cassette_(ABC)_TCDB:3.A.1.211.1,Transport__extracellular,Mural,ABCA1
12186,NDPK1m_pos,nucleoside-diphosphate_kinase_(ATP:GDP)__mitochondrial,Nucleotide_interconversion,Mural,NME4
12187,NDPK1m_neg,nucleoside-diphosphate_kinase_(ATP:GDP)__mitochondrial,Nucleotide_interconversion,Mural,NME4
12188,r1516_pos,ATP-binding_Cassette_(ABC)_TCDB:3.A.1.211.1,Transport__extracellular,Mural,ABCA1
12189,r1515_pos,ATP-binding_Cassette_(ABC)_TCDB:3.A.1.211.1,Transport__extracellular,Mural,ABCA1
12190,SUCD1m_pos,succinate_dehydrogenase,Citric_acid_cycle,Mural,SDHA
12191,NDPK6n_pos,nucleoside-diphosphate_kinase_(ATP:dUDP)__nuclear,Nucleotide_interconversion,Mural,GM20390
12192,DUTPDPn_pos,dUTP_diphosphatase__nuclear,Nucleotide_interconversion,Mural,DUT
12193,PDE4_pos,3'_5'-cyclic-nucleotide_phosphodiesterase,Nucleotide_interconversion,Mural,PDE10A
12194,GUACYC_pos,guanylate_cyclase,Nucleotide_interconversion,Mural,GUCY1A2
12195,GK1_pos,guanylate_kinase_(GMP:ATP),Nucleotide_interconversion,Mural,GUK1
12196,CYTK4n_neg,cytidylate_kinase_(dCMP_GTP)_nuclear,Nucleotide_interconversion,Mural,CMPK1
12197,CYTK7n_neg,cytidylate_kinase_(CMP_UTP)_nuclear,Nucleotide_interconversion,Mural,CMPK1
12198,CYTK6n_pos,cytidylate_kinase_(CMP_CTP)_nuclear,Nucleotide_interconversion,Mural,CMPK1
12199,CYTK6n_neg,cytidylate_kinase_(CMP_CTP)_nuclear,Nucleotide_interconversion,Mural,CMPK1
12200,CYTK5n_pos,cytidylate_kinase_(CMP)_nuclear,Nucleotide_interconversion,Mural,CMPK1
12201,CYTK5n_neg,cytidylate_kinase_(CMP)_nuclear,Nucleotide_interconversion,Mural,CMPK1
12202,CYTK4n_pos,cytidylate_kinase_(dCMP_GTP)_nuclear,Nucleotide_interconversion,Mural,CMPK1
12203,CYTK3n_neg,cytidylate_kinase_(dCMP_CTP)_nuclear,Nucleotide_interconversion,Mural,CMPK1
12204,CYTK3n_pos,cytidylate_kinase_(dCMP_CTP)_nuclear,Nucleotide_interconversion,Mural,CMPK1
12205,CYTK2n_pos,cytidylate_kinase_(dCMP)_nuclear,Nucleotide_interconversion,Mural,CMPK1
12206,CYTK2n_neg,cytidylate_kinase_(dCMP)_nuclear,Nucleotide_interconversion,Mural,CMPK1
12207,UMPK6n_neg,UMP_kinase_(dCTP)_nuclear,Nucleotide_interconversion,Mural,CMPK1
12208,CYTK1n_neg,cytidylate_kinase_(CMP)_nuclear,Nucleotide_interconversion,Mural,CMPK1
12209,CYTK14n_pos,cytidylate_kinase_(dCMP_CTP)_nuclear,Nucleotide_interconversion,Mural,CMPK1
12210,CYTK7n_pos,cytidylate_kinase_(CMP_UTP)_nuclear,Nucleotide_interconversion,Mural,CMPK1
12211,NDPK1n_neg,nucleoside-diphosphate_kinase_(ATP:GDP)__nuclear,Nucleotide_interconversion,Mural,GM20390
12212,NDPK1n_pos,nucleoside-diphosphate_kinase_(ATP:GDP)__nuclear,Nucleotide_interconversion,Mural,GM20390
12213,UMPKn_pos,UMP_kinase__nuclear,Nucleotide_interconversion,Mural,CMPK1
12214,CYTK13n_pos,cytidylate_kinase_(dCMP_dATP)_nuclear,Nucleotide_interconversion,Mural,CMPK1
12215,r0119_pos,Guanosine_5-triphosphate_pyrophosphohydrolase_Purine_metabolism_EC:3.6.1.19,Purine_catabolism,Mural,ITPA
12216,NDPK5n_pos,nucleoside-diphosphate_kinase_(ATP:dGDP)__nuclear,Nucleotide_interconversion,Mural,GM20390
12217,UMPK7n_pos,UMP_kinase_(dGTP)_nuclear,Nucleotide_interconversion,Mural,CMPK1
12218,UMPKn_neg,UMP_kinase__nuclear,Nucleotide_interconversion,Mural,CMPK1
12219,NDPK5n_neg,nucleoside-diphosphate_kinase_(ATP:dGDP)__nuclear,Nucleotide_interconversion,Mural,GM20390
12220,NDPK3n_pos,nucleoside-diphosphate_kinase_(ATP:CDP)_nuclear,Nucleotide_interconversion,Mural,GM20390
12221,NDPK3n_neg,nucleoside-diphosphate_kinase_(ATP:CDP)_nuclear,Nucleotide_interconversion,Mural,GM20390
12222,CYTK8n_neg,cytidylate_kinase_(CMP_dATP)_nuclear,Nucleotide_interconversion,Mural,CMPK1
12223,UMPK7n_neg,UMP_kinase_(dGTP)_nuclear,Nucleotide_interconversion,Mural,CMPK1
12224,UMPK6n_pos,UMP_kinase_(dCTP)_nuclear,Nucleotide_interconversion,Mural,CMPK1
12225,NDPK2n_pos,nucleoside-diphosphate_kinase_(ATP:UDP)__nuclear,Nucleotide_interconversion,Mural,GM20390
12226,NDPK2n_neg,nucleoside-diphosphate_kinase_(ATP:UDP)__nuclear,Nucleotide_interconversion,Mural,GM20390
12227,CYTK9n_pos,cytidylate_kinase_(CMP_dCTP)_nuclear,Nucleotide_interconversion,Mural,CMPK1
12228,CYTK9n_neg,cytidylate_kinase_(CMP_dCTP)_nuclear,Nucleotide_interconversion,Mural,CMPK1
12229,CYTK8n_pos,cytidylate_kinase_(CMP_dATP)_nuclear,Nucleotide_interconversion,Mural,CMPK1
12230,CYTK14n_neg,cytidylate_kinase_(dCMP_CTP)_nuclear,Nucleotide_interconversion,Mural,CMPK1
12231,CYTK1n_pos,cytidylate_kinase_(CMP)_nuclear,Nucleotide_interconversion,Mural,CMPK1
12232,UMPK2n_pos,UMP_kinase_(CTP)_nuclear,Nucleotide_interconversion,Mural,CMPK1
12233,CYTK11n_pos,cytidylate_kinase_(dCMP_dGTP)_nuclear,Nucleotide_interconversion,Mural,CMPK1
12234,UMPK5n_pos,UMP_kinase_(dATP)_nuclear,Nucleotide_interconversion,Mural,CMPK1
12235,UMPK4n_pos,UMP_kinase_(GTP)_nuclear,Nucleotide_interconversion,Mural,CMPK1
12236,UMPK3n_pos,UMP_kinase_(UTP)_nuclear,Nucleotide_interconversion,Mural,CMPK1
12237,UMPK3n_neg,UMP_kinase_(UTP)_nuclear,Nucleotide_interconversion,Mural,CMPK1
12238,NDPK7n_neg,nucleoside-diphosphate_kinase_(ATP:dCDP)__nuclear,Nucleotide_interconversion,Mural,GM20390
12239,NDPK7n_pos,nucleoside-diphosphate_kinase_(ATP:dCDP)__nuclear,Nucleotide_interconversion,Mural,GM20390
12240,CYTK10n_neg,cytidylate_kinase_(CMP_dGTP)_nuclear,Nucleotide_interconversion,Mural,CMPK1
12241,CYTK10n_pos,cytidylate_kinase_(CMP_dGTP)_nuclear,Nucleotide_interconversion,Mural,CMPK1
12242,UMPK5n_neg,UMP_kinase_(dATP)_nuclear,Nucleotide_interconversion,Mural,CMPK1
12243,CYTK11n_neg,cytidylate_kinase_(dCMP_dGTP)_nuclear,Nucleotide_interconversion,Mural,CMPK1
12244,UMPK4n_neg,UMP_kinase_(GTP)_nuclear,Nucleotide_interconversion,Mural,CMPK1
12245,UMPK2n_neg,UMP_kinase_(CTP)_nuclear,Nucleotide_interconversion,Mural,CMPK1
12246,CYTK13n_neg,cytidylate_kinase_(dCMP_dATP)_nuclear,Nucleotide_interconversion,Mural,CMPK1
12247,CYTK12n_neg,cytidylate_kinase_(dCMP_dCTP)_nuclear,Nucleotide_interconversion,Mural,CMPK1
12248,CYTK12n_pos,cytidylate_kinase_(dCMP_dCTP)_nuclear,Nucleotide_interconversion,Mural,CMPK1
12249,CHOLK_pos,Choline_kinase,Glycerophospholipid_metabolism,Mural,CHKA
12250,PPDOy_pos,Propane-1_2-diol:NADP+_1-oxidoreductase,Pyruvate_metabolism,Mural,AKR1A1
12251,CGMPt_pos,cGMP_transport_(ATP-dependent),Transport__extracellular,Mural,ABCC4
12252,P4502C18_pos,cytochrome_P450_2C18,Cytochrome_metabolism,Mural,CYP2C55
12253,UMPK_neg,UMP_kinase,Nucleotide_interconversion,Mural,CMPK1
12254,CYTK14_neg,cytidylate_kinase_(dCMP_UTP),Nucleotide_interconversion,Mural,CMPK1
12255,NDPK5_pos,Nucleoside-diphosphate_kinase_(ATP:dGDP),Nucleotide_interconversion,Mural,GM20390
12256,UMPK_pos,UMP_kinase,Nucleotide_interconversion,Mural,CMPK1
12257,UMPK4_pos,UMP_kinase_(GTP),Nucleotide_interconversion,Mural,CMPK1
12258,UMPK4_neg,UMP_kinase_(GTP),Nucleotide_interconversion,Mural,CMPK1
12259,UMPK3_pos,UMP_kinase_(UTP),Nucleotide_interconversion,Mural,CMPK1
12260,CYTK14_pos,cytidylate_kinase_(dCMP_UTP),Nucleotide_interconversion,Mural,CMPK1
12261,UMPK3_neg,UMP_kinase_(UTP),Nucleotide_interconversion,Mural,CMPK1
12262,UMPK2_pos,UMP_kinase_(CTP),Nucleotide_interconversion,Mural,CMPK1
12263,NDPK3_pos,nucleoside-diphosphate_kinase_(ATP:CDP),Nucleotide_interconversion,Mural,GM20390
12264,UMPK2_neg,UMP_kinase_(CTP),Nucleotide_interconversion,Mural,CMPK1
12265,NDPK3_neg,nucleoside-diphosphate_kinase_(ATP:CDP),Nucleotide_interconversion,Mural,GM20390
12266,UMPK5_neg,UMP_kinase_(dATP),Nucleotide_interconversion,Mural,CMPK1
12267,UMPK7_pos,UMP_kinase_(dGTP),Nucleotide_interconversion,Mural,CMPK1
12268,CYTK10_pos,cytidylate_kinase_(CMP_dGTP),Nucleotide_interconversion,Mural,CMPK1
12269,CYTK7_neg,cytidylate_kinase_(CMP_UTP),Nucleotide_interconversion,Mural,CMPK1
12270,NDPK7_pos,nucleoside-diphosphate_kinase_(ATP:dCDP),Nucleotide_interconversion,Mural,GM20390
12271,NDPK7_neg,nucleoside-diphosphate_kinase_(ATP:dCDP),Nucleotide_interconversion,Mural,GM20390
12272,CYTK12_pos,cytidylate_kinase_(dCMP_dCTP),Nucleotide_interconversion,Mural,CMPK1
12273,CYTK12_neg,cytidylate_kinase_(dCMP_dCTP),Nucleotide_interconversion,Mural,CMPK1
12274,CYTK11_pos,cytidylate_kinase_(dCMP_dGTP),Nucleotide_interconversion,Mural,CMPK1
12275,CYTK11_neg,cytidylate_kinase_(dCMP_dGTP),Nucleotide_interconversion,Mural,CMPK1
12276,CYTK5_neg,cytidylate_kinase_(dCMP),Nucleotide_interconversion,Mural,CMPK1
12277,CYTK5_pos,cytidylate_kinase_(dCMP),Nucleotide_interconversion,Mural,CMPK1
12278,UMPK7_neg,UMP_kinase_(dGTP),Nucleotide_interconversion,Mural,CMPK1
12279,CYTK6_neg,cytidylate_kinase_(CMP_CTP),Nucleotide_interconversion,Mural,CMPK1
12280,CYTK6_pos,cytidylate_kinase_(CMP_CTP),Nucleotide_interconversion,Mural,CMPK1
12281,CYTK10_neg,cytidylate_kinase_(CMP_dGTP),Nucleotide_interconversion,Mural,CMPK1
12282,CYTK13_pos,cytidylate_kinase_(dCMP_dATP),Nucleotide_interconversion,Mural,CMPK1
12283,UMPK6_pos,UMP_kinase_(dCTP),Nucleotide_interconversion,Mural,CMPK1
12284,CYTK7_pos,cytidylate_kinase_(CMP_UTP),Nucleotide_interconversion,Mural,CMPK1
12285,CYTK9_neg,cytidylate_kinase_(CMP_dCTP),Nucleotide_interconversion,Mural,CMPK1
12286,UMPK5_pos,UMP_kinase_(dATP),Nucleotide_interconversion,Mural,CMPK1
12287,UMPK6_neg,UMP_kinase_(dCTP),Nucleotide_interconversion,Mural,CMPK1
12288,CYTK9_pos,cytidylate_kinase_(CMP_dCTP),Nucleotide_interconversion,Mural,CMPK1
12289,CYTK13_neg,cytidylate_kinase_(dCMP_dATP),Nucleotide_interconversion,Mural,CMPK1
12290,CYTK8_pos,cytidylate_kinase_(CMP_dATP),Nucleotide_interconversion,Mural,CMPK1
12291,CYTK8_neg,cytidylate_kinase_(CMP_dATP),Nucleotide_interconversion,Mural,CMPK1
12292,GTHP_pos,glutathione_peroxidase,Glutathione_metabolism,Mural,GPX1
12293,NDPK8n_neg,nucleoside-diphosphate_kinase_(ATP:dADP)__nuclear,Nucleotide_interconversion,Mural,GM20390
12294,GAPD_neg,glyceraldehyde-3-phosphate_dehydrogenase,Glycolysis/gluconeogenesis,Mural,GAPDHS
12295,NDPK8n_pos,nucleoside-diphosphate_kinase_(ATP:dADP)__nuclear,Nucleotide_interconversion,Mural,GM20390
12296,RE0453N_pos,RE0453,Pyrimidine_synthesis,Mural,GM20390
12297,NDPK4n_pos,nucleoside-diphosphate_kinase_(ATP:dTDP)__nuclear,Nucleotide_interconversion,Mural,GM20390
12298,RE0453N_neg,RE0453,Pyrimidine_synthesis,Mural,GM20390
12299,NDPK4n_neg,nucleoside-diphosphate_kinase_(ATP:dTDP)__nuclear,Nucleotide_interconversion,Mural,GM20390
12300,MHISOR_pos,N-Methylhistamine:oxygen_oxidoreductase_(deaminating),Histidine_metabolism,Mural,AOC1
12301,NDPK10n_pos,nucleoside-diphosphate_kinase_(ATP:dIDP)__nuclear,Nucleotide_interconversion,Mural,GM20390
12302,SAMHISTA_pos,S-Adenosyl-L-methionine:histamine_N-tele-methyltransferase,Histidine_metabolism,Mural,HNMT
12303,NDPK10_neg,nucleoside-diphosphate_kinase_(ATP:dIDP),Nucleotide_interconversion,Mural,GM20390
12304,NDPK10_pos,nucleoside-diphosphate_kinase_(ATP:dIDP),Nucleotide_interconversion,Mural,GM20390
12305,NDPK10n_neg,nucleoside-diphosphate_kinase_(ATP:dIDP)__nuclear,Nucleotide_interconversion,Mural,GM20390
12306,NDPK9n_pos,nucleoside-diphosphate_kinase_(ATP:IDP)__nuclear,Nucleotide_interconversion,Mural,GM20390
12307,NDPK9n_neg,nucleoside-diphosphate_kinase_(ATP:IDP)__nuclear,Nucleotide_interconversion,Mural,GM20390
12308,LDH_D_pos,D-lactate_dehydrogenase,Pyruvate_metabolism,Mural,LDHD
12309,MACOXO_pos,3-Methylimidazole_acetaldehyde:NAD+_oxidoreductase,Histidine_metabolism,Mural,ALDH1A3
12310,URIDK2m_pos,uridylate_kinase_(dUMP)__mitochondrial,Nucleotide_interconversion,Mural,DTYMK
12311,CHLP_pos,choline_phosphate_phosphatase,Glycerophospholipid_metabolism,Mural,PHOSPHO1
12312,DUTPDPm_pos,dUTP_diphosphatase,Nucleotide_interconversion,Mural,DUT
12313,NDPK5_neg,Nucleoside-diphosphate_kinase_(ATP:dGDP),Nucleotide_interconversion,Mural,GM20390
12314,BTNPLm_pos,holocarboxylase_synthestase_(biotin_protein_ligase)__mitochondrial,Biotin_metabolism,Mural,HLCS
12315,BTNDm_pos,biotinidase_(biotin)__mitochondrial,Biotin_metabolism,Mural,BTD
12316,BACCLm_pos,biotin-[acetyl-CoA-carboxylase]_ligase__mitochondrial,Biotin_metabolism,Mural,HLCS
12317,DCK2n_pos,Deoxycytidine_kinase__nuclear_(UTP),Nucleotide_interconversion,Mural,DCK
12318,DCK1n_neg,Deoxycytidine_kinase__nuclear_(ATP),Nucleotide_interconversion,Mural,DCK
12319,DCK2n_neg,Deoxycytidine_kinase__nuclear_(UTP),Nucleotide_interconversion,Mural,DCK
12320,DCK1n_pos,Deoxycytidine_kinase__nuclear_(ATP),Nucleotide_interconversion,Mural,DCK
12321,FTHFLm_pos,formate-tetrahydrofolate_ligase__mitochondrial,Folate_metabolism,Mural,MTHFD1
12322,PETOHMr_hs_pos,phosphatidylethanolamine_N-methyltransferase,Glycerophospholipid_metabolism,Mural,PEMT
12323,OCOAT1m_pos,3-oxoacid_CoA-transferase,Valine__leucine__and_isoleucine_metabolism,Mural,OXCT1
12324,RE0827E_pos,RE0827,Urea_cycle,Mural,AOC1
12325,NDPK6m_pos,nucleoside-diphosphate_kinase_(ATP:dUDP)__mitochondrial,Nucleotide_interconversion,Mural,NME4
12326,CERT1gt_neg,ceramide_transport_protein,Transport__golgi_apparatus,Mural,COL4A3BP
12327,SMS_pos,Sphingomyelin_synthase_(homo_sapiens),Sphingolipid_metabolism,Mural,SGMS1
12328,SMPD3g_pos,sphingomyelin_phosphodiesterase_3__neutral_membrane_(neutral_sphingomyelinase_II),Sphingolipid_metabolism,Mural,ENPP7
12329,DCYTDn_pos,deoxycytidine_deaminase__nuclear,Nucleotide_interconversion,Mural,AICDA
12330,RE0688E_pos,RE0688,Urea_cycle,Mural,AOC1
12331,HMGLm_pos,hydroxymethylglutaryl-CoA_lyase,Cholesterol_metabolism,Mural,HMGCL
12332,HMGCOASim_pos,Hydroxymethylglutaryl_CoA_synthase_(ir),Cholesterol_metabolism,Mural,HMGCS2
12333,PSP_L_pos,phosphoserine_phosphatase_(L-serine),Glycine__serine__alanine_and_threonine_metabolism,Mural,PSPH
12334,PSERT_pos,phosphoserine_transaminase,Glycine__serine__alanine_and_threonine_metabolism,Mural,PSAT1
12335,HPYRRy_pos,Hydroxypyruvate_reductase_(NADPH),Glyoxylate_and_dicarboxylate_metabolism,Mural,GRHPR
12336,PGK_neg,phosphoglycerate_kinase,Glycolysis/gluconeogenesis,Mural,MIA3
12337,r0160_pos,L-Serine:pyruvate_aminotransferase_Glycine__serine_and_threonine_metabolism_EC:2.6.1.51,Glycine__serine__alanine_and_threonine_metabolism,Mural,AGXT
12338,PGCD_pos,phosphoglycerate_dehydrogenase,Glycine__serine__alanine_and_threonine_metabolism,Mural,PHGDH
12339,r0392_neg,D-Glyceraldehyde:NAD+_oxidoreductase_Glycerolipid_metabolism_EC:1.2.1.3,Unassigned,Mural,ALDH1B1
12340,NDPK2_neg,nucleoside-diphosphate_kinase_(ATP:UDP),Nucleotide_interconversion,Mural,GM20390
12341,UDPGP_pos,UDPglucose_pyrophosphohydrolase,Starch_and_sucrose_metabolism,Mural,ENPP1
12342,r0245_neg,Glycerol:NADP+_oxidoreductase_Glycerolipid_metabolism_EC:1.1.1.2_EC:1.1.1.72,Glycerophospholipid_metabolism,Mural,AKR1A1
12343,NDPK2_pos,nucleoside-diphosphate_kinase_(ATP:UDP),Nucleotide_interconversion,Mural,GM20390
12344,CDSm_pos,phosphatidate_cytidylyltransferase,Glycerophospholipid_metabolism,Mural,CDS1
12345,CYTK1m_pos,cytidylate_kinase_(CMP)_mitochondrial,Nucleotide_interconversion,Mural,CMPK2
12346,NDPK3m_pos,nucleoside-diphosphate_kinase_(ATP:CDP)__mitochondrial,Nucleotide_interconversion,Mural,NME4
12347,r0475_neg,2-Deoxyadenosine_5-diphosphate:oxidized-thioredoxin_2-oxidoreductase_Purine_metabolism_EC:1.17.4.1,Nucleotide_interconversion,Mural,RRM1
12348,PCHOLPm_hs_pos,choline_phosphatase,Glycerophospholipid_metabolism,Mural,PLD1
12349,CYTDtm_pos,cytidine_facilated_transport_in_mitochondria,Transport__mitochondrial,Mural,SLC29A1
12350,r0688_pos,3alpha_7alpha-Dihydroxy-5beta-cholestan-26-al:NAD+_oxidoreductase_Bile_acid_biosynthesis_EC:1.2.1.3,Bile_acid_synthesis,Mural,ALDH1B1
12351,CSm_pos,citrate_synthase,Citric_acid_cycle,Mural,CSL
12352,DNDPt62m_pos,dGTP_transport_via_dGDP_antiport,Transport__mitochondrial,Mural,SLC25A19
12353,GLYCTO1p_pos,Glycolate_oxidase__peroxisome,Glyoxylate_and_dicarboxylate_metabolism,Mural,HAO1
12354,GLAl_pos,galactosidase__alpha,Sphingolipid_metabolism,Mural,GLA
12355,r2412_pos,Mitochondrial_Carrier_(MC)_TCDB:2.A.29.19.1,Transport__mitochondrial,Mural,SLC25A2
12356,GLYCLTDy_pos,Glycolate_dehydrogenase_(NADP),Glyoxylate_and_dicarboxylate_metabolism,Mural,GRHPR
12357,LALDO_pos,D-Lactaldehyde:NAD+_oxidoreductase_(glutathione-formylating),Pyruvate_metabolism,Mural,ADH5
12358,RE2666G_pos,RE2666,Glycosphingolipid_metabolism,Mural,B4GALT6
12359,r0688_neg,3alpha_7alpha-Dihydroxy-5beta-cholestan-26-al:NAD+_oxidoreductase_Bile_acid_biosynthesis_EC:1.2.1.3,Bile_acid_synthesis,Mural,ALDH1B1
12360,RE3301C_pos,RE3301,Glycerophospholipid_metabolism,Mural,PLD2
12361,r0547_pos,Aldehyde:NADP+_oxidoreductase_Phenylalanine_metabolism_EC:1.2.1.5,Phenylalanine_metabolism,Mural,ALDH1A3
12362,PDE4n_pos,3'_5'-cyclic-nucleotide_phosphodiesterase__Nucleus,Nucleotide_interconversion,Mural,PDE9A
12363,LCADi_pos,lactaldehyde_dehydrogenase,Pyruvate_metabolism,Mural,ALDH1A1
12364,ALCD21_L_pos,alcohol_dehydrogenase_(L-1_2-propanediol),Pyruvate_metabolism,Mural,ADH1
12365,ALR2_pos,aldose_reductase_(methylglyoxal),Pyruvate_metabolism,Mural,AKR1A1
12366,ALR3_pos,aldose_reductase_(acetol),Pyruvate_metabolism,Mural,AKR1A1
12367,ALCD22_L_pos,alcohol_dehydrogenase_(L-lactaldehyde),Pyruvate_metabolism,Mural,ADH1
12368,PHYCBOXL_pos,L-Phenylalanine_carboxy-lyase,Phenylalanine_metabolism,Mural,DDC
12369,PEAMNO_pos,Phenethylamine_oxidase,Phenylalanine_metabolism,Mural,AOC1
12370,ADMDC_pos,adenosylmethionine_decarboxylase,Arginine_and_Proline_Metabolism,Mural,AMD1
12371,SPRMS_pos,spermine_synthase,Urea_cycle,Mural,SMS
12372,GALNTg_pos,GalNAc_transferase__Golgi_apparatus,O-glycan_synthesis,Mural,GALNT1
12373,NAGA2ly_pos,N-acetylgalactosaminidase__alpha-,Keratan_sulfate_degradation,Mural,NAGA
